		D0052A	D0053A	D0057A	D0058A	D0063A	D0064A	D0068A	D0069A	D0073A	D0074A	D0078A	D0079A	D0085A	D0086A	D0089A	D0090A	D0095A	D0096A	D0100A	D0101A	D0105A	D0107A	D0110A	D0111A	D0116A	D0117A	D0121A	D0122A	D0127A	D0128A	D0132A	D0133A	D0137A	D0138A	D0142A	D0143A	D0147A	D0148A	D0152A	D0153A	D0158A	D0159A	D0163A	D0164A	D0167A	D0173A	D0174A	D0177A	D0182A	D0187A	D0192A	D0198A	D0203A	D0208A	D0213A	D0270A	D0271A	D0275A	D0276A	D1030A	D1031A
Proteobacteria	S24C44-Lasker2018	0.001548347	0.001755781	0.03651252	0.035787426	0.003624739	0.003912147	0.11975175	0.14238189	0.00032229	0.000324335	0.005591406	0.005250288	0.000528782	0.000500614	0.2502628	0.28356266	0.000614985	0.00045386	0.123659916	0.43430156	0.000127013	0.000123789	0.0341482	0.05617242	0.00870891	0.009245837	0.20217362	0.15751101	0.052506804	0.05031038	0.06632074	0.034709167	0.027923757	0.027634293	0.07083843	0.07050308	0.02128376	0.017850265	0.041640442	0.03654388	0.09230373	0.10562	0.02365311	0.023368992	0.03827238	0.001008407	0.001487926	0.024714546	0.030902358	0.039399624	0.060660344	0.003080983	0.05147842	6.07E-05	0.08595881	0.10678426	0.09263886	0.09909515	0.11096865	0.21378018	0.26952374
Bacteroidota	S24C700-Lasker2021	6.25E-05	9.05E-05	0.017989697	0.018713512	0.000274429	0.000306351	0.005711359	0.003845637	1.89E-05	2.73E-05	0.000545425	0.000546434	3.70E-05	3.58E-05	0.034216315	0.0377889	7.18E-05	4.19E-05	0.0398605	0.06234152	4.41E-05	2.43E-05	0.030618288	0.033924468	0.004119906	0.004261215	0.0184697	0.0194972	0.002223483	0.002347079	0.074175246	0.055153277	0.001030117	0.001171509	0.017017715	0.01674962	0.000845027	0.000724856	0.004261083	0.004195904	0.008757141	0.011663182	0.008098096	0.007367164	0.001146012	0.006995753	0.00962875	0.000831056	0.004605611	0.007457589	0.014968762	9.72E-05	0.01050705	8.60E-05	0.08102012	0.003816718	0.004221027	0.014172133	0.011656099	0.03710088	0.039582554
Proteobacteria	S24C74-Lasker2018	0.000115583	0.000143962	0.001948064	0.00203238	0.000400551	0.000469161	0.00732235	0.006031734	5.50E-05	7.68E-05	0.06792214	0.07799676	0.000377208	0.00067634	0.42236364	0.46436018	0.000430345	0.000321081	0.121311635	0.21407557	0.000456718	0.000249937	0.33941436	0.37499171	0.002680714	0.003599102	0.3007997	0.29778054	0.000215359	0.00018156	0.001668985	0.000736841	0.000112941	0.000113192	0.001350179	0.001421482	0.000113675	8.31E-05	0.00044224	0.000308806	0.001057484	0.001172132	0.000730904	0.000618671	0.000134809	7.75E-05	8.23E-05	7.15E-05	0.000306323	0.000259158	0.00034456	4.64E-05	0.000631306	1.75E-05	0.002059449	0.000395645	0.000639479	0.001209923	0.000792786	0.5611151	0.5194692
Proteobacteria	S24C85-Lasker2021	0.003056451	0.003872079	0.07339093	0.074423544	0.006818723	0.00764265	0.24441773	0.28768793	0.000661123	0.000952038	0.010776228	0.01124107	0.000956149	0.001041896	0.48884633	0.5589365	0.001079579	0.000987821	0.23191677	0.8430554	0.000336785	0.000331805	0.06685064	0.06845632	0.017848022	0.018534988	0.3953897	0.30044335	0.10896513	0.10666839	0.13409065	0.070667	0.05869061	0.056119274	0.14175841	0.14380126	0.04358442	0.038529724	0.08424912	0.07089882	0.19261469	0.21607754	0.047478877	0.04726182	0.0787362	0.002000759	0.002876575	0.051303405	0.05834914	0.07982723	0.123647556	0.006377094	0.1038148	0.000249362	0.17559081	0.21900854	0.19310656	0.20043506	0.2281814	0.42101738	0.5319465
Proteobacteria	S25C156-Lasker2021	5.37E-05	5.12E-05	0.002293183	0.002562179	6.01E-05	5.61E-05	0.000222604	0.000201121	4.90E-06	5.04E-07	7.87E-05	9.41E-05	1.98E-06	2.35E-06	0.000577513	0.000657693	4.01E-07	0	0.000125839	0.000241802	1.01E-06	2.19E-06	0.00019656	0.000195478	0.000247362	0.000310176	0.000431321	0.000456997	0.00026977	0.000343135	0.0027479	0.00136945	8.03E-05	0.000135633	0.007297432	0.007860829	0.000467293	0.000393513	0.003746367	0.003346377	0.006178312	0.00696017	0.009504039	0.007041525	0.00043917	6.71E-05	0.00010453	0.000434458	0.005312993	0.000441458	0.000661046	2.58E-05	0.001641166	7.35E-06	0.006645441	0.002122906	0.002282052	0.001751361	0.001619615	0.000713917	0.000695557
Planctomycetota	S25C3020-Flyer2018	0.02262295	0.019984215	0.07005275	0.10510782	0.027237102	0.030628774	0.059961706	0.060604233	0.004443507	0.004203887	0.004847607	0.004247162	0.02052727	0.019415837	0.009815932	0.008911703	0.01944465	0.01995297	0.010702333	0.011366657	0.005478463	0.008274854	0.012847284	0.015183648	0.020930672	0.021069052	0.024918532	0.026308356	0.011627733	0.011546926	0.032236867	0.025130175	0.009522437	0.007941722	0.028801143	0.022253815	0.009368116	0.007813352	0.032700825	0.038441535	0.009920212	0.013897754	0.018125497	0.031135106	0.009149243	0.011846193	0.018402874	0.010694373	0.023702562	0.030034535	0.029471163	0.009997605	0.023537518	0.004854785	0.05959975	0.019633712	0.017050521	0.018920317	0.019031757	0.006341841	0.00958006
Proteobacteria	S25C590-Lasker2018	0.002275128	0.002026901	0.00133952	0.000830658	0.005522115	0.005645157	0.001801459	0.001314843	0.004103086	0.004130296	0.005380113	0.00667672	0.003930402	0.004056542	0.04303389	0.044437617	0.005502956	0.005322526	0.022313174	0.035921924	0.003914812	0.003789999	0.02211743	0.023807757	0.060130663	0.051323917	0.04298829	0.04277348	0.001006944	0.00110077	0.021652233	0.010006186	0.001115141	0.001018273	0.007315146	0.007439964	0.000298832	0.000366537	0.000136363	7.92E-05	0.001228116	0.001021978	0.000146098	6.15E-05	0.000272262	0.011154049	0.014078778	0.000196003	0.000264173	0.017944174	0.030949602	0.001211287	0.024513237	0.000172188	0.030901255	0.004254248	0.008808377	0.013267053	0.009541084	0.054132238	0.048053082
Planctomycetota	S25C809-Flyer2018	0.002423345	0.002939293	0.006782547	0.00683278	0.001177234	0.001216269	5.83E-06	4.88E-06	0.000573084	0.000508145	0.000161356	0.000243397	0.000320942	0.000297747	4.55E-05	9.08E-05	0.000284002	0.000240508	1.25E-05	1.98E-05	7.19E-05	6.42E-05	0.000772698	0.000666117	0.004965358	0.005521351	0.000330152	0.000238628	0.000901947	0.000908851	3.99E-05	2.38E-05	0.000453753	0.000548678	0.000157429	0.000133642	0.000716428	0.000521256	3.83E-05	2.70E-05	0.001849466	0.001780657	0.000181019	7.40E-05	0.001236247	2.26E-06	8.17E-06	0.001205951	3.85E-05	9.38E-05	7.59E-05	0.000221542	3.59E-05	5.87E-05	0.000555319	0.004295743	0.003409969	2.10E-05	2.25E-05	9.64E-05	9.60E-05
Actinobacteriota	S25C812-Flyer2018	0.007522954	0.009373514	0.011678611	0.01178286	0.001137044	0.001226984	0.001083981	0.001014071	0.000132648	0.000154466	0.002527477	0.002574583	0.000279806	0.000328111	0.001511185	0.001457744	0.000213597	0.000221196	0.001370673	0.001350102	0.000131509	6.90E-05	0.008482819	0.008029194	0.009433211	0.010127611	0.003806371	0.003652297	0.002669185	0.002429086	0.001161847	0.001361423	0.000973256	0.001015304	0.003435671	0.002865125	0.00201917	0.0015241	0.00780721	0.007747228	0.007343444	0.008961983	0.003538104	0.003915839	0.00424717	0.000715072	0.000629916	0.002507864	0.002508301	0.005904441	0.014563486	0.000452331	0.001414437	4.42E-05	0.003230395	0.010476549	0.008665158	0.004067656	0.003678123	0.001097281	0.001458744
Actinobacteriota	S26C155-Flyer2018	0.14230488	0.1522314	0.000259599	0.000177619	0.13086551	0.13127959	0.000156735	0.000100393	0.11151182	0.10405419	2.46E-05	1.51E-05	0.13567188	0.13183855	0.00027496	0.000527651	0.1464367	0.1579676	0.000181291	0.000148507	0.06048178	0.07776418	7.80E-05	5.15E-05	0.09564512	0.103345454	0.001480749	0.000745709	0.15730555	0.14728938	3.86E-05	5.16E-05	0.1631123	0.16112863	0.000564919	0.00049744	0.15200852	0.14296424	0.003791392	0.002811231	0.04793414	0.058556475	0.001450422	0.000650463	0.15526742	7.24E-05	8.27E-05	0.1349611	0.000284469	0.09375906	0.004164537	0.17038636	0.001274332	0.12306157	0.000162021	0.11423089	0.10480245	0.003903776	0.003782295	0.000197068	0.000417271
Thermoplasmatota	S26C165-Flyer2018	0.084633395	0.08681802	0.000267909	0.000197354	0.07540623	0.07278092	1.11E-05	0	0.087749645	0.083853334	1.10E-05	4.21E-06	0.07572794	0.07824895	4.04E-05	0.000127529	0.08158247	0.08941911	4.88E-06	4.46E-06	0.038083106	0.038330104	1.01E-05	7.90E-06	0.06644708	0.072536975	0.00037708	8.33E-05	0.07203212	0.071483366	6.86E-06	2.45E-06	0.076288186	0.07707474	0.000117529	6.41E-05	0.07322425	0.06945592	3.85E-05	8.59E-06	0.02697361	0.027646674	0.000144397	9.06E-06	0.07762382	0	6.83E-06	0.05427933	3.16E-05	0.003333747	0.000168867	0.07133788	5.14E-05	0.03712412	6.14E-05	0.041179363	0.04356424	4.10E-05	4.16E-05	1.85E-05	9.89E-05
Proteobacteria	S26C294-Lasker2021	0.000721976	0.001048245	0.07981236	0.09538583	0.001394649	0.001661876	0.001032211	0.000575674	6.77E-05	9.17E-05	0.009041355	0.010416729	7.73E-05	7.28E-05	0.010361265	0.010699713	6.85E-05	8.77E-05	0.002382459	0.00416116	5.60E-05	4.14E-05	0.010568412	0.011240765	0.002951678	0.003224976	0.007977064	0.007896734	0.000789425	0.000779358	0.011594122	0.004774751	0.000507316	0.000432112	0.01023365	0.011009994	0.000542738	0.000444202	0.000450969	0.000374128	0.007384424	0.0082862	0.007424453	0.003824695	0.000707972	0.000217239	0.000243902	0.000347348	0.003652747	0.000977156	0.001745394	0.000142499	0.004052093	3.08E-05	0.023675025	0.002052833	0.003085177	0.002766816	0.002275693	0.013839934	0.011841198
Proteobacteria	S26C304-Lasker2018	0.053496357	0.06106842	0.30026323	0.31770143	0.06187953	0.064796336	0.021742892	0.011742695	0.018850125	0.019204168	0.06575518	0.070565045	0.010365692	0.010934738	0.11197938	0.1129625	0.007980327	0.008591963	0.034469914	0.05530775	0.002413592	0.000678038	0.3037726	0.2886417	0.34546828	0.3904874	0.1743138	0.13745175	0.106667995	0.11535124	0.02075804	0.016445955	0.051021267	0.05538725	0.07366043	0.07825799	0.06745433	0.05764647	0.020312168	0.015778461	0.31450483	0.3037332	0.15048021	0.11595657	0.13434197	0.000261452	0.000308753	0.06697135	0.06520079	0.004868484	0.005653597	0.021752963	0.008560173	0.000224938	0.040154967	0.17545511	0.17510113	0.006905513	0.005944724	0.13558374	0.12607776
Proteobacteria	S26C590-Lasker2018	0.00246057	0.002419463	0.001388651	0.000775617	0.006221694	0.006290046	0.002164867	0.001539467	0.004655615	0.004598766	0.006028183	0.007402515	0.004589937	0.004766773	0.04886969	0.050463006	0.00632481	0.006101986	0.02594891	0.040338654	0.004331843	0.004048145	0.025032923	0.02729353	0.05328979	0.07219245	0.048235986	0.048169333	0.001185009	0.00123391	0.024319349	0.011268262	0.001304388	0.001141176	0.008267674	0.008756009	0.000348909	0.000389656	0.000119239	9.27E-05	0.00124044	0.001231404	0.000150778	5.60E-05	0.000337766	0.012735819	0.015689218	0.000179325	0.000283001	0.020295665	0.035509676	0.001433763	0.027725264	0.000194832	0.03525552	0.004605918	0.010174801	0.015845641	0.010703717	0.061651602	0.054120112
Bacteroidota	S26C79-Lasker2021	3.20E-05	9.77E-06	0.00053843	0.000484153	0.004202091	0.004269254	0.000815294	0.000626548	1.61E-06	4.17E-06	1.51E-06	6.66E-07	5.87E-06	7.02E-06	6.47E-05	8.25E-05	5.06E-07	3.60E-06	1.28E-05	1.63E-05	3.82E-06	1.51E-06	9.90E-05	7.40E-05	0.002156	0.002474312	4.35E-05	3.16E-05	3.79E-05	3.50E-05	0.000478426	0.000305558	8.21E-06	8.69E-06	7.81E-05	7.55E-05	3.35E-05	5.50E-06	8.22E-05	0.000121534	0.000372563	0.000228144	8.07E-05	4.32E-05	1.04E-05	7.33E-06	2.15E-05	4.76E-06	3.49E-05	7.29E-05	0.000154177	1.12E-05	5.65E-05	5.54E-06	0.002029873	3.62E-05	0.00011587	0.000518151	0.000421539	0.000122079	4.97E-05
Proteobacteria	S26C81-Lasker2018	0.0003025	0.004101057	1.85E-05	1.43E-05	0.000218299	0.00212071	4.32E-06	6.83E-06	0.000314163	0.003478256	1.60E-05	2.15E-05	0.000118094	0.00349675	7.65E-06	7.84E-06	0.000116032	0.002251199	8.14E-06	5.71E-06	0.000116213	0.000791686	2.26E-05	1.72E-05	0.001027261	0.0889873	6.75E-06	9.22E-06	0.000194983	0.008637615	1.44E-06	2.00E-06	0.000308531	0.00676423	3.47E-06	6.22E-06	8.59E-05	0.00235354	1.23E-05	1.40E-05	9.90E-05	0.001589993	5.89E-06	1.62E-05	0.003835424	0	1.39E-06	0.001759892	4.43E-06	0.002606834	9.28E-07	0.002236114	1.33E-05	0.002230735	4.48E-06	0.000142357	0.002675594	6.93E-06	5.54E-06	5.96E-06	1.05E-05
Thermoplasmatota	S27C136-Lasker2021	0.11206787	0.115407445	0.001844893	0.001464065	0.029658416	0.031079508	2.09E-05	0	0.07282141	0.06882924	8.38E-06	1.70E-05	0.04147082	0.044795584	9.38E-05	0.000240237	0.039689757	0.044502493	6.54E-06	4.64E-06	0.012207137	0.012368169	3.51E-06	0	0.07304535	0.079052694	0.000694322	0.000213897	0.03308347	0.032222703	6.11E-06	0	0.029207263	0.028571907	0.000157771	9.62E-05	0.0388374	0.036387213	3.76E-05	5.72E-06	0.022182895	0.023955436	0.000177872	1.94E-05	0.0428896	0	7.46E-06	0.020853639	2.00E-06	0.001405493	0.000330142	0.029647306	3.56E-05	0.004316172	0.000109681	0.02150635	0.022946049	1.51E-05	6.54E-05	6.15E-05	0.000141255
Thermoplasmatota	S27C165-Flyer2018	0.08671349	0.088863894	0.000214664	0.000184001	0.07637749	0.074513786	1.37E-05	0	0.08912824	0.084814034	8.73E-06	2.38E-06	0.07827782	0.07939539	3.45E-05	8.84E-05	0.08261763	0.08917741	0	2.75E-06	0.0385058	0.038699325	1.16E-05	0	0.06637871	0.07361873	0.000312949	0.000101278	0.073278844	0.07170992	0	0	0.07784095	0.07808078	8.98E-05	4.93E-05	0.07475894	0.071493745	2.53E-05	1.60E-05	0.027792085	0.028125502	0.000214967	1.78E-05	0.080300525	0	5.95E-06	0.054431416	6.00E-06	0.003195883	0.000156752	0.07177371	9.92E-05	0.03600915	7.00E-05	0.041556075	0.043865614	2.88E-05	6.25E-05	3.19E-05	9.24E-05
Bacteroidota	S27C1729-Lasker2018	4.42E-06	7.67E-06	0.00028754	0.000323588	5.99E-05	3.57E-05	0.007370823	0.006350577	0.000184229	0.000166001	0.2110475	0.1929625	5.40E-05	7.65E-05	0.07456737	0.09283774	3.47E-05	2.15E-05	0.040234987	0.06464978	0.000156463	0.000100612	0.16512224	0.19270582	0.001145503	0.001283923	0.31420043	0.30635267	1.40E-05	1.19E-05	0.000117119	0.000145299	3.43E-06	9.34E-06	9.70E-05	5.65E-05	3.00E-06	1.97E-06	3.01E-05	3.29E-05	1.65E-05	1.41E-05	4.06E-05	5.56E-05	8.56E-06	2.10E-05	3.96E-05	1.25E-05	6.05E-05	3.19E-05	7.95E-05	7.37E-06	5.60E-05	1.47E-06	0.000236754	1.22E-05	2.23E-05	0.000351144	0.000338405	0.064183384	0.082872346
Proteobacteria	S27C31-Lasker2018	7.02E-05	0.000115484	0.004887284	0.005768071	9.87E-05	0.000135997	0.000512917	0.000558421	2.40E-05	2.02E-05	0.007142037	0.007532085	3.34E-05	2.99E-05	0.013608356	0.014018236	2.25E-05	3.91E-05	0.005577596	0.007882668	7.04E-05	7.35E-05	0.04261662	0.051417828	0.000252947	0.000301882	0.06659216	0.05078795	0.000374761	0.000318913	0.002765671	0.002065541	0.00021212	0.000200138	0.002154856	0.002445204	0.000218444	0.000171055	0.002255959	0.002265859	0.001110949	0.001594348	0.003938225	0.006070156	0.00039287	0.000344341	0.000458176	0.000174781	0.006201894	0.001034051	0.001284007	5.69E-05	0.001032637	1.27E-05	0.007904807	0.000706328	0.000688804	0.001000732	0.001139915	0.009913988	0.012579184
Bacteroidota	S27C450-Lasker2021	0.07385127	0.09830611	0.54566	0.5251003	0.13695756	0.15102237	0.343908	0.27746347	0.036962047	0.033680853	0.053381674	0.05114399	0.010734454	0.011190477	1.3069358	1.4311178	0.009499433	0.009358688	1.6938553	1.939942	0.002259375	0.001195473	0.49684918	0.4997634	0.3667289	0.38958317	0.7505452	0.67254525	0.29855826	0.2945992	0.64358544	0.7885489	0.15597218	0.15214069	0.822469	0.7885895	0.13741365	0.12105877	0.54645795	0.48010555	0.79209477	0.8271014	0.63665104	0.7148648	0.2763436	0.10406716	0.14117853	0.17152607	0.66311437	0.288317	0.78137225	0.033524342	0.3297478	0.00106734	0.62163085	0.6225434	0.5592117	0.804492	0.63592845	1.2818644	1.4837041
Thermoplasmatota	S27C644-Lasker2021	0.027031196	0.027486378	7.60E-05	6.90E-05	0.021174744	0.020342806	5.31E-06	1.13E-05	0.013778809	0.013226389	4.99E-08	3.18E-06	0.025022909	0.024928814	0	7.23E-06	0.027642807	0.02982825	0	0	0.010726051	0.010429215	1.20E-05	3.77E-06	0.012186709	0.015045952	7.46E-05	1.41E-05	0.028079594	0.027440524	0	0	0.034057193	0.03475243	8.57E-05	3.89E-05	0.032504525	0.030522186	2.42E-05	1.97E-05	0.011171686	0.012200954	9.86E-05	2.07E-06	0.026983196	0	0	0.028412988	0	0.001892453	0.00015141	0.0385832	6.98E-05	0.066659346	3.96E-05	0.015896823	0.016930683	5.35E-05	1.09E-05	7.09E-06	2.06E-06
Bacteroidota	S27C670-Lasker2018	0.000114363	0.000138791	0.021190455	0.024952492	0.000455766	0.000582914	0.061701413	0.056984965	4.81E-05	6.85E-05	0.026767246	0.025721908	0.000143481	0.000168444	0.11788717	0.13203728	0.00013509	0.000142905	0.15331434	0.21989508	0.000319618	0.000187759	0.15110075	0.17067946	0.002929643	0.002906009	0.2502569	0.2632264	0.000242747	0.00018069	0.022389982	0.02200463	0.000100548	9.01E-05	0.006274595	0.005703191	0.000235717	0.000140709	0.001775502	0.001700611	0.002119475	0.002535362	0.002742827	0.003947416	0.000236234	0.003333661	0.004545067	0.000156335	0.003367554	0.006899846	0.014824612	4.65E-05	0.010545691	6.41E-05	0.060343478	0.001231926	0.002678473	0.06708623	0.05919593	0.09404993	0.12271355
Proteobacteria	S27C968-Lasker2018	6.91E-05	5.88E-05	0.001372556	0.001282891	0.0002144	0.000212909	0.001030653	0.000531399	9.34E-05	0.00022954	0.10577395	0.11145169	0.000166892	0.000204265	0.10577075	0.111269854	0.000131392	7.65E-05	0.048283435	0.078161545	0.000331829	0.000165951	0.20318192	0.22350661	0.001914911	0.002490787	0.24705958	0.24559847	0.000254309	0.000301168	0.001272431	0.000866985	9.55E-05	0.00015108	0.001223669	0.001350982	0.000207973	0.000125594	0.000347576	0.000302974	0.001363664	0.00132465	0.00138323	0.001302789	0.000253024	2.89E-05	3.08E-05	9.86E-05	0.000828772	4.65E-05	0.000117019	5.60E-05	0.000221365	1.73E-06	0.001601844	0.000618692	0.000483292	0.000282312	0.000223538	0.13075018	0.1246684
Proteobacteria	S28C156-Lasker2021	0.000112565	0.000167488	0.006140442	0.006718561	0.000207549	0.000246472	0.002726416	0.003160872	2.09E-05	3.45E-05	0.000127268	0.000147029	2.59E-05	2.51E-05	0.002679027	0.002501314	2.99E-05	3.95E-05	0.001745978	0.002402605	1.06E-05	1.21E-05	0.000937838	0.001080281	0.000570541	0.000660282	0.002576459	0.002468706	0.000808247	0.000793781	0.006637809	0.00381672	0.000349407	0.000411747	0.01300592	0.014057692	0.000959644	0.00075088	0.00738759	0.006992931	0.009631613	0.011315777	0.016268792	0.015358683	0.00100782	0.000627932	0.000786207	0.000831109	0.01090359	0.001631652	0.002335614	7.87E-05	0.00332856	4.27E-05	0.014884046	0.003795784	0.004139207	0.003885825	0.003688976	0.001986586	0.002309199
Thermoplasmatota	S28C165-Flyer2018	0.083821505	0.08659444	0.000204547	0.000150518	0.07317629	0.07081252	5.12E-06	0	0.08681232	0.08189253	4.65E-06	2.34E-06	0.07412413	0.076147236	2.70E-05	0.000101263	0.078511216	0.08573168	9.13E-06	4.92E-06	0.03657406	0.03771425	1.38E-06	1.73E-06	0.06461024	0.07013182	0.000310997	6.18E-05	0.07040505	0.07103533	0	0	0.07483817	0.075520925	8.52E-05	5.92E-05	0.07282939	0.06922452	4.53E-05	2.27E-06	0.026772957	0.027166821	0.000205109	1.74E-05	0.07628045	0	1.81E-06	0.052177675	7.95E-06	0.003177637	0.000232562	0.07035099	4.41E-05	0.035109896	4.87E-05	0.040537618	0.042504847	6.80E-05	3.65E-05	2.31E-05	8.92E-05
Proteobacteria	S28C271-Lasker2021	0.002339339	0.00323392	0.16831732	0.20208581	0.004674252	0.004611838	0.005599389	0.00332837	0.00021142	0.00026685	0.03620918	0.040554747	0.000304903	0.000329901	0.022342416	0.023741182	0.00023205	0.000290974	0.004890133	0.008382464	0.000123208	4.81E-05	0.025916215	0.027075335	0.013379887	0.014965249	0.016700909	0.016025027	0.004174257	0.003948538	0.013727128	0.006226251	0.001845925	0.002155269	0.022059226	0.025112474	0.00249991	0.002087252	0.0021357	0.001488323	0.020293739	0.023348115	0.041636027	0.02417992	0.004385675	0.000263657	0.000240611	0.00243733	0.02229207	0.000659334	0.001506893	0.000609574	0.004063031	7.66E-05	0.04339992	0.011391448	0.011051531	0.002161063	0.002059784	0.029736776	0.025051966
Proteobacteria	S28C294-Lasker2021	0.001278726	0.001505773	0.12939553	0.15287125	0.002607815	0.00265096	0.001476781	0.000906703	0.000131821	0.000103464	0.015330883	0.01781418	9.34E-05	0.000104179	0.016864302	0.017784309	0.000113932	0.000113025	0.004053778	0.007024305	6.09E-05	3.60E-05	0.016904317	0.018381292	0.005097714	0.005568921	0.012682165	0.01252394	0.001377413	0.001352991	0.018432396	0.00829495	0.000669082	0.00075302	0.016323682	0.016984243	0.000953699	0.000619714	0.000776768	0.00062924	0.012197348	0.013251967	0.011586607	0.006301023	0.001112084	0.000311555	0.000423748	0.000550862	0.005803308	0.001521163	0.003006114	0.000264813	0.007150387	5.93E-05	0.038001515	0.003560597	0.005175225	0.004526072	0.004017884	0.022065606	0.01919498
None	S28C347-Lasker2021	0.000348558	0.000484646	0.000457039	0.00039548	0.000313183	0.000381411	3.53E-05	2.48E-05	3.41E-06	2.22E-06	4.74E-07	1.19E-06	1.09E-05	3.33E-05	0.000469879	0.000449628	2.28E-05	2.03E-05	4.46E-05	8.51E-05	1.01E-05	3.47E-06	0.000157737	0.000162196	0.013687733	0.01418157	0.002740486	0.002867388	0.000262766	0.000254403	8.95E-05	3.44E-05	0.000121577	9.34E-05	0.000651428	0.000634676	0.000156238	0.000112068	0.000387459	0.000431468	0.002174861	0.002720161	0.001121146	0.000600017	0.000178299	4.59E-05	3.96E-05	5.21E-05	0.000236628	0.000228962	0.000387292	2.47E-05	0.000130824	6.74E-05	0.008559587	0.000297636	0.00037531	4.86E-05	5.38E-05	0.000404257	0.00052343
Proteobacteria	S29C156-Lasker2021	0.000143369	0.000139572	0.006284066	0.007098709	0.000262854	0.000249035	0.00383614	0.003996423	3.27E-05	2.81E-05	8.82E-05	9.21E-05	2.54E-05	4.86E-05	0.002905353	0.002999873	5.47E-05	4.70E-05	0.001858604	0.003054288	6.92E-06	6.42E-06	0.001185356	0.00140571	0.000602065	0.000703155	0.002937313	0.002778798	0.000793246	0.000825366	0.007289239	0.004329259	0.000371925	0.000461088	0.012871193	0.01354804	0.000833964	0.000664443	0.007557835	0.007516014	0.008681828	0.010667513	0.015241359	0.015295895	0.000966699	0.00063331	0.000915049	0.000823017	0.011067301	0.001968215	0.002960953	0.000115232	0.003920274	3.73E-05	0.015154329	0.003487933	0.003956407	0.005225254	0.004713377	0.002189079	0.002828245
Thermoplasmatota	S29C165-Flyer2018	0.07984354	0.08203331	0.000291611	0.000249329	0.06929549	0.06794786	4.42E-06	0	0.08173975	0.076771796	9.21E-06	3.53E-05	0.06946771	0.072462976	4.63E-05	8.87E-05	0.07552053	0.08317887	0	1.42E-05	0.03522712	0.035604928	0.000106167	7.08E-05	0.061862785	0.06818047	0.000344342	8.04E-05	0.068730734	0.06848302	1.20E-05	0	0.07212599	0.07396561	7.01E-05	7.36E-05	0.069823824	0.065993704	4.97E-05	3.14E-06	0.025808549	0.025970759	0.000246669	3.04E-05	0.07337728	0	8.21E-06	0.0499243	1.11E-05	0.003137206	0.000208594	0.06699193	8.09E-05	0.03499547	5.18E-05	0.03906691	0.04118983	3.76E-05	3.66E-05	2.20E-05	7.81E-05
Proteobacteria	S29C168-Lasker2018	0.003108715	0.00395413	0.000329285	0.000252488	0.006465892	0.006564607	0.000109258	0.000181823	0.007298248	0.00594372	2.13E-05	1.24E-05	0.001711326	0.00172297	7.67E-05	9.04E-05	0.001666827	0.001776832	8.31E-06	1.43E-05	0.000203294	0.0002394	3.88E-06	8.15E-06	0.013825087	0.014567759	0.000256981	0.000139227	0.02805606	0.021760087	0.000212718	0.000191091	0.016039796	0.016616939	0.002309	0.002363562	0.007167303	0.006505273	0.00523656	0.005465232	0.009557281	0.010652449	0.00411155	0.004330534	0.008835333	7.85E-05	7.96E-05	0.010367348	0.003281933	0.00306187	0.00201257	0.005332524	0.001059488	0.000176298	0.000674021	0.021274457	0.018312767	0.002012183	0.001703151	3.95E-05	8.84E-05
Proteobacteria	S29C225-Lasker2018	0.004442213	0.005401211	0.000587785	0.00052205	0.06932806	0.0712248	0.000980575	0.001170315	0.009008716	0.00748784	0.001124651	0.001296676	0.007896632	0.008401188	0.004669156	0.004792869	0.009093473	0.009557209	0.002958464	0.004685671	0.00182571	0.001977239	0.002412518	0.002632278	0.009581107	0.010462852	0.003835587	0.003542039	0.050483163	0.036430307	0.000760244	0.000461128	0.034150477	0.033890862	0.003239646	0.002761654	0.025429506	0.025063628	0.007352426	0.007179305	0.020618876	0.02400192	0.002886546	0.002134185	0.030459262	0.000105474	8.99E-05	0.04380176	0.002618557	0.010388535	0.003284108	0.016095346	0.002759049	0.0099418	0.000718812	0.07147126	0.056368053	0.010923307	0.009421287	0.004462578	0.005203354
Proteobacteria	S29C294-Lasker2021	0.000796832	0.000985823	0.08366806	0.09839534	0.001606047	0.001772245	0.000989958	0.000612449	8.08E-05	7.59E-05	0.009806362	0.011058729	8.41E-05	9.51E-05	0.010965539	0.012121839	7.34E-05	7.00E-05	0.002354552	0.004434582	2.68E-05	4.19E-05	0.011090839	0.011585893	0.003129667	0.003522035	0.00831057	0.007951242	0.000848977	0.00087598	0.011660143	0.005119844	0.000410171	0.000538309	0.010003168	0.010910801	0.000594094	0.000423663	0.000463112	0.000394599	0.00803589	0.008704167	0.007536524	0.003931927	0.000753444	0.000161946	0.000244853	0.00042268	0.003679283	0.000946025	0.001686756	0.000197819	0.004351819	6.45E-05	0.024700737	0.002201944	0.003226451	0.002774129	0.002437777	0.013976753	0.011986005
