		zr2760_10_	zr2760_12_	zr2760_16_	zr2760_17_	zr2760_18_	zr2760_20_	zr2760_21_	zr2760_23_	zr2760_24_	zr2760_25_	zr2760_26_	zr2760_27_	zr2760_28_	zr2760_29_	zr2760_30_	zr2760_31_	zr2760_32_	zr2760_33_	zr2760_35_	zr2760_36_	zr2760_37_	zr2760_38_	zr2760_39_	zr2760_40_	zr2760_41_	zr2760_42_	zr2760_43_	zr2760_44_	zr2760_45_	zr2760_46_	zr2760_47_	zr2760_48_	zr2760_49_	zr2760_50_	zr2760_51_	zr2760_52_	zr2760_53_	zr2760_54_	zr2760_55_	zr2760_56_	zr2760_57_	zr2760_58_	zr2760_59_	zr2760_60_	zr2760_61_	zr2760_62_	zr2760_63_	zr2760_64_	zr2760_65_	zr2760_66_	zr2760_67_	zr2760_68_	zr2760_69_	zr2760_70_	zr2760_71_	zr2760_73_	zr2760_74_	zr2760_75_	zr2760_76_	zr2760_77_	zr2760_78_	zr2760_79_
Actinobacteriota	S26C155-Flyer2018	0.16400476	0.0930589	0.029611941	0.066521056	0.040639292	0.17071755	0.10494734	0.06979274	0.1285979	0.08601107	0.1412648	0.1412222	0.045192916	0.1336702	0.14855966	0.052103	0.037055727	0.038227893	0.034705967	0.06311104	0.04120409	0.0818147	0.030153707	0.027842281	0.05393756	0.05513006	0.02568459	0.034964915	0.043335676	0.046037994	0.041212786	0.038724013	0.041020516	0.059740927	0.034817953	0.041773044	0.043432467	0.045657694	0.045971833	0.047756564	0.03975036	0.08391659	0.034240216	0.04100141	0.03707732	0.048890002	0.030512558	0.034476012	0.029833132	0.022534808	0.023335306	0.031151587	0.035207078	0.031124108	0.021355601	0.006936857	0.00191177	0.030666398	0.016996687	0.004862377	0.002490751	0.0396982
Thermoplasmatota	S26C165-Flyer2018	0.0611888	0.055539355	0.036771122	0.0431282	0.032341838	0.065989636	0.028854188	0.053965483	0.05049046	0.044118375	0.068714365	0.049121313	0.047473934	0.05101799	0.054290872	0.030378735	0.033214085	0.020484135	0.02220621	0.06446947	0.020195287	0.06545303	0.020229004	0.03080132	0.018766532	0.045101207	0.008871076	0.015899265	0.031292953	0.034119416	0.03929921	0.033209644	0.026881937	0.03770522	0.025969028	0.02159664	0.031023856	0.039119385	0.034438062	0.025881864	0.03254203	0.057056453	0.028117493	0.029168038	0.014784315	0.03499894	0.030542742	0.02399821	0.033010498	0.022466376	0.018128943	0.015979681	0.02980411	0.005408627	0.015905447	0.001759889	0.001002685	0.023357261	0.01705585	0.001171768	0.000610382	0.026218142
Proteobacteria	S26C294-Lasker2021	0.000184762	0.000103813	0.002079491	0.000130166	0.002693026	0.000222611	0.000197773	0.000199618	0.000247225	0.000142684	0.00082027	0.000262013	0.00167231	0.00026923	0.00021953	0.002450527	0.002403538	0.00360447	0.002136953	0.001385625	0.002952676	0.002904168	0.002691685	0.001939358	0.002852915	0.001779039	0.017161619	0.003066995	0.001993007	0.001998197	0.001745818	0.002281998	0.00307174	0.003826418	0.002639455	0.003359342	0.003009297	0.002152691	0.00196062	0.002716329	0.001833961	0.001184754	0.00228488	0.001671748	0.017313104	0.002902069	0.00255005	0.002473771	0.001957588	0.002602754	0.002292211	0.0022446	0.001763794	0.006561549	0.002910633	0.028802399	0.008099359	0.001818317	0.001724394	0.006651899	0.01070379	0.002416833
Proteobacteria	S26C304-Lasker2018	0.016564056	0.017036952	0.3426945	0.014932967	0.42209148	0.027186751	0.014846848	0.027470436	0.02396113	0.015299567	0.10255389	0.016922073	0.3325684	0.026841387	0.02300605	0.3891939	0.33650953	0.48334408	0.29110602	0.35905653	0.4282828	0.43613067	0.4132229	0.33643404	0.47311598	0.38549408	0.21813636	0.4180396	0.36029595	0.35076898	0.311491	0.33550078	0.40004706	0.35500258	0.391667	0.36766204	0.3778858	0.34067836	0.3253257	0.39803267	0.3353835	0.31997198	0.32079014	0.2922112	0.26467624	0.45217156	0.33294505	0.30645183	0.29184952	0.3343019	0.32709172	0.3181955	0.26617527	0.13444199	0.2340772	0.07373967	0.06878724	0.23092659	0.204154	0.052550346	0.052278537	0.27806908
Proteobacteria	S26C590-Lasker2018	0.0019861	0.00205308	0.001637886	0.001958391	0.001873358	0.0017907	0.001140043	0.002305141	0.001701561	0.001688661	0.001120217	0.001489057	0.001604519	0.001075146	0.001615818	0.001969494	0.001576896	0.001991087	0.001742435	0.001729621	0.001981086	0.002059412	0.001995537	0.001670026	0.002379471	0.001968511	0.02168647	0.002420767	0.005682791	0.006368017	0.001914961	0.001871526	0.001979978	0.001995391	0.001945014	0.001885708	0.002007977	0.00229804	0.001632481	0.002481955	0.001716145	0.001333412	0.001679629	0.00142496	0.013979198	0.002173537	0.002200002	0.001516476	0.00158603	0.001403826	0.001386405	0.001555829	0.001535396	0.004914411	0.00126068	0.049986474	0.002403469	0.001524381	0.00090076	0.00299514	0.00290453	0.001526826
Bacteroidota	S26C79-Lasker2021	8.64E-06	8.30E-06	1.65E-05	7.45E-06	1.71E-05	5.63E-06	1.71E-07	1.92E-06	4.67E-06	9.66E-06	5.16E-05	1.83E-05	0	1.21E-05	2.68E-06	9.40E-06	0	5.82E-06	1.77E-05	0	2.15E-05	1.53E-05	0	1.97E-05	4.88E-06	0	0.002019037	2.58E-05	1.57E-06	1.79E-05	0	1.56E-05	2.82E-05	3.98E-05	1.40E-05	9.32E-05	3.56E-05	0	5.26E-06	9.33E-06	8.33E-06	5.01E-06	2.63E-05	1.68E-05	0.001179091	2.10E-06	3.00E-05	0	2.00E-05	5.59E-05	6.21E-06	1.18E-05	2.08E-05	0.000320009	1.85E-05	0.000206259	0.000225113	7.62E-05	3.61E-05	0.00022036	0.000256504	3.60E-05
Proteobacteria	S26C81-Lasker2018	2.00E-05	1.34E-05	1.28E-05	1.08E-05	1.15E-05	1.58E-05	9.13E-06	1.56E-05	2.89E-05	1.66E-05	1.71E-05	2.43E-05	6.84E-07	1.27E-05	2.10E-05	9.15E-06	1.53E-05	1.89E-05	1.32E-05	2.08E-05	2.16E-05	1.19E-05	1.90E-05	2.09E-05	3.52E-05	4.68E-06	3.91E-06	8.74E-06	1.32E-05	1.64E-05	1.52E-05	1.55E-05	7.97E-06	1.57E-05	3.07E-05	1.52E-05	2.28E-05	5.00E-05	1.33E-05	3.15E-05	1.76E-05	2.38E-05	9.61E-06	1.60E-05	1.51E-05	2.99E-05	7.77E-06	8.87E-06	7.84E-06	1.33E-05	6.41E-06	1.75E-05	1.13E-05	1.69E-05	9.58E-06	0	4.31E-06	1.55E-05	6.46E-06	5.65E-06	3.68E-06	1.57E-05
Thermoplasmatota	S27C136-Lasker2021	0.015715398	0.013906523	0.06462209	0.010326434	0.047368042	0.019207602	0.005911897	0.01447213	0.013473596	0.010022644	0.03286339	0.011420632	0.07555648	0.014880053	0.014435703	0.04353702	0.06461463	0.03305031	0.036789346	0.09630122	0.027443439	0.044058632	0.033293236	0.052795563	0.020980828	0.06667569	0.007881076	0.024021324	0.056803465	0.07208855	0.07308867	0.059343465	0.03651104	0.058763925	0.04462119	0.030130947	0.051842153	0.0691798	0.06117755	0.03931207	0.06029809	0.0850509	0.042358477	0.05070133	0.020909406	0.044566453	0.060111757	0.03856769	0.06288771	0.045237046	0.035650928	0.027821476	0.055623528	0.004292921	0.032920443	0.002372124	0.001082618	0.045374863	0.033173867	0.001684703	0.000756104	0.037969034
Thermoplasmatota	S27C165-Flyer2018	0.061292473	0.05593471	0.03691334	0.043680664	0.033005334	0.06677869	0.028970031	0.05436516	0.051392596	0.043669373	0.06792823	0.049591187	0.049029253	0.051550526	0.055271078	0.030599441	0.03415434	0.022211293	0.022386113	0.06394156	0.021055909	0.029004572	0.043816153	0.03164317	0.019485723	0.04524203	0.008531906	0.015614916	0.03166081	0.033280883	0.03966773	0.032314777	0.027675591	0.04018901	0.02573428	0.021923238	0.032597695	0.03985882	0.035964843	0.026745118	0.033564795	0.057113193	0.028751224	0.02990884	0.015193984	0.03549465	0.030146252	0.025487198	0.03361532	0.023162024	0.018753292	0.015931612	0.029880261	0.00487977	0.016071083	0.00199704	0.000704254	0.024210483	0.018438186	0.001307097	0.000624759	0.026492191
Bacteroidota	S27C1729-Lasker2018	2.07E-05	2.44E-05	0.002956318	5.83E-05	0.005842051	0.000124172	0.000151256	9.41E-05	0.000154183	3.12E-05	2.79E-05	3.73E-05	0.001777045	0.000128797	3.20E-05	0.005311689	0.004321999	0.003302487	0.004643082	0.00096327	0.009896088	0.006206387	0.002744341	0.003704972	0.004734063	0.00178209	4.16E-05	0.003352889	0.003021545	0.002488582	0.002447276	0.004974484	0.004473019	0.004866732	0.002681494	0.004792433	0.006435742	0.002534281	0.003199563	0.006878571	0.002631855	0.001131869	0.005036548	0.003106141	0.000118209	0.006342338	0.002136675	0.003669593	0.004230681	0.008286445	0.002837126	0.009407724	0.00308847	0.000165731	0.003285191	9.97E-05	6.25E-05	0.002229386	0.00323668	0.000134342	2.17E-05	0.004891068
Proteobacteria	S27C31-Lasker2018	0.00013715	8.25E-05	0.004644905	0.000104138	0.00924236	0.000275037	0.000222419	0.000201814	0.00018109	0.000126065	0.000455177	9.70E-05	0.004502283	0.00023157	0.000130531	0.008895762	0.007586157	0.010247307	0.007213893	0.003776477	0.009191662	0.010131664	0.007513286	0.006024152	0.010159189	0.005498041	0.002106397	0.00944639	0.005547912	0.005202528	0.006573966	0.007849284	0.01015829	0.012138871	0.008037073	0.009502567	0.009845329	0.007811144	0.008447213	0.009348616	0.007261354	0.005778316	0.009485532	0.008505522	0.00299698	0.011133116	0.00588325	0.00786244	0.006351779	0.007474469	0.00735111	0.012715935	0.007321965	0.004515278	0.006572284	0.00226879	0.001679664	0.004822244	0.005468197	0.002254987	0.001492447	0.0087354
Bacteroidota	S27C450-Lasker2021	0.04070036	0.05509939	0.16259955	0.040723674	0.39549035	0.05667163	0.028015314	0.06929752	0.066349596	0.043870788	0.2519248	0.056636084	0.2118937	0.08627955	0.074350476	0.33709776	0.2102193	0.42448503	0.25245783	0.22881012	0.39650652	0.4000269	0.41122416	0.2245296	0.5051062	0.31470332	0.98399127	0.43854454	0.23225828	0.1961445	0.22030951	0.31493562	0.32512957	0.31211665	0.3948367	0.47922307	0.40820596	0.24812591	0.28670388	0.4304874	0.25330266	0.33327073	0.33970714	0.3086398	0.73191273	0.48070785	0.20228489	0.29754397	0.18055098	0.17846873	0.20809656	0.31211284	0.18919905	1.0776738	0.19012685	0.6376933	0.929902	0.17059718	0.12697941	0.9780007	1.1203527	0.28960854
Thermoplasmatota	S27C644-Lasker2021	0.029945496	0.02397541	0.004376026	0.021055736	0.002555048	0.02927281	0.024851013	0.021732103	0.02519975	0.020425353	0.025574012	0.027882868	0.005553856	0.025358913	0.027111974	0.002587306	0.004172255	0.001694728	0.001814487	0.007018277	0.001420682	0.002023053	0.001384962	0.003741578	0.001343072	0.004688224	0.005054896	0.001368737	0.003752181	0.005161491	0.004532309	0.002463587	0.001954991	0.002672369	0.002337755	0.00162812	0.002530674	0.004210067	0.003859877	0.002039172	0.003685217	0.006891284	0.00184631	0.003372664	0.006456792	0.001977486	0.003254491	0.001980506	0.003868143	0.002893277	0.001954823	0.001774302	0.003680747	0.001887215	0.002217179	0.001752692	0.000175785	0.003071062	0.002161111	0.000665251	0.000118423	0.001715223
Bacteroidota	S27C670-Lasker2018	0.000292314	0.000173018	0.00648936	0.000232982	0.013962981	0.000930368	0.001696987	0.000371373	0.001723106	0.000199248	0.000369513	0.000480646	0.002974002	0.000867833	0.000159944	0.011808995	0.011761864	0.006934188	0.013055959	0.002226932	0.021508094	0.016195746	0.00513629	0.011011158	0.010848428	0.002526538	0.00551247	0.007013475	0.003597233	0.003438026	0.005691485	0.013112367	0.010847874	0.015408544	0.0057577	0.025642218	0.016433185	0.00502474	0.006249552	0.016891513	0.006127095	0.002457274	0.014448698	0.006639033	0.006147866	0.017215826	0.004666296	0.017008537	0.010959061	0.02296709	0.006338528	0.028268404	0.010108407	0.007570898	0.018109562	0.00610986	0.003748472	0.008806726	0.010288683	0.00580696	0.004623692	0.016390154
Proteobacteria	S27C968-Lasker2018	0.00010501	6.40E-05	0.005215969	0.000114641	0.006123663	0.000150389	0.000217928	0.000185799	0.000126997	3.84E-05	0.000264809	5.12E-05	0.003578843	0.000171988	6.20E-05	0.005325832	0.006348245	0.005472317	0.004373974	0.003556062	0.005917114	0.005605979	0.00533431	0.005657064	0.005705104	0.004421032	0.001319484	0.005422756	0.008819675	0.008285038	0.005202897	0.004511844	0.004762153	0.00445345	0.005536715	0.003944625	0.005372565	0.00669166	0.004970716	0.006078233	0.004809637	0.00283584	0.004250261	0.004558645	0.001214585	0.004668849	0.005216909	0.003436145	0.005769879	0.007639714	0.004596376	0.006499447	0.004480813	0.00110155	0.004406454	0.000666689	0.001144445	0.003228619	0.003034255	0.001275777	0.000844969	0.003294686
Proteobacteria	S28C156-Lasker2021	0.000141881	0.000100331	0.000852217	9.46E-05	0.001166954	0.000203877	0.000172808	0.000137065	0.000148109	0.000100246	0.000731562	0.000207674	0.000754996	0.000220099	0.000127457	0.001278624	0.001025215	0.001685205	0.001067007	0.000645237	0.00137825	0.001588903	0.001302389	0.001014316	0.001418296	0.001026483	0.013571656	0.001406376	0.000516804	0.000543677	0.00085451	0.001230844	0.001360293	0.001733352	0.001343581	0.001800957	0.001274915	0.000857607	0.00101805	0.001459982	0.00104147	0.001005187	0.001332119	0.001049426	0.013494091	0.001288736	0.00121978	0.001262012	0.000983976	0.001160022	0.001029624	0.001434481	0.0009719	0.015248639	0.001579264	0.013628969	0.014973883	0.000980397	0.000854588	0.01269547	0.016495213	0.001416465
Thermoplasmatota	S28C165-Flyer2018	0.060016625	0.054108884	0.035933662	0.041380495	0.031066505	0.06434162	0.027554693	0.052470155	0.04863942	0.042754713	0.06798672	0.04810014	0.046714578	0.04923851	0.052739028	0.030747773	0.033360295	0.01965135	0.021778515	0.061413452	0.020580743	0.02785646	0.019278673	0.06318435	0.018912464	0.043999165	0.008587825	0.015557305	0.030223995	0.03194519	0.037920013	0.031781264	0.025787516	0.03810936	0.025283612	0.021823103	0.031174699	0.038273215	0.034075566	0.025403665	0.032151178	0.055849668	0.026921958	0.028684145	0.014061758	0.033346254	0.029812291	0.023629064	0.03296334	0.022321554	0.017209385	0.014996409	0.028199038	0.004721277	0.015537142	0.001680869	0.000663884	0.02339738	0.017614968	0.001253896	0.000602005	0.025471704
Proteobacteria	S28C271-Lasker2021	0.000766738	0.000505386	0.01713271	0.000544223	0.020302532	0.001381137	0.000693847	0.000860055	0.001100953	0.000624554	0.003837754	0.000810633	0.014733965	0.001087681	0.000768451	0.020789532	0.018385865	0.025297428	0.016007418	0.012362732	0.021976925	0.02387355	0.018711003	0.01688163	0.02372222	0.015432306	0.028978655	0.02087898	0.014646911	0.015235248	0.01564807	0.01758742	0.020359106	0.026207281	0.018214345	0.025852885	0.020928206	0.016188785	0.015476176	0.019342633	0.016609268	0.010489388	0.01609495	0.014033821	0.03083381	0.020867387	0.018059496	0.018809563	0.016282907	0.021371275	0.017699681	0.017910691	0.015196493	0.011598819	0.02221199	0.036513932	0.019300807	0.014729817	0.013361263	0.012066784	0.023410488	0.016386755
Proteobacteria	S28C294-Lasker2021	0.000360523	0.000205863	0.003482276	0.000235286	0.004248655	0.00048834	0.000248019	0.000303694	0.000397218	0.00014784	0.001269358	0.000385294	0.002844146	0.000442998	0.000284733	0.004283551	0.00393141	0.005458051	0.003415123	0.002412706	0.004608986	0.004696381	0.004142894	0.003269754	0.004476019	0.002815624	0.027689526	0.005002757	0.003380361	0.003363976	0.003213145	0.003538534	0.004388949	0.005771487	0.004389448	0.00506728	0.004314456	0.003154993	0.003016215	0.004238106	0.003259676	0.002205369	0.003741151	0.002528687	0.028119205	0.00440513	0.004125886	0.003721568	0.003271563	0.004618058	0.004068932	0.003755275	0.002845135	0.010308013	0.004469752	0.04633504	0.013784424	0.002903451	0.002697594	0.009790449	0.016791979	0.003468741
None	S28C347-Lasker2021	4.14E-05	2.54E-05	7.46E-05	2.78E-05	9.70E-05	2.63E-05	4.23E-05	4.58E-05	2.21E-05	1.30E-05	0.000217842	2.11E-05	0.000129428	3.97E-05	1.68E-05	7.67E-05	0.000124146	0.000199612	5.23E-05	0.000106882	8.97E-05	6.14E-05	0.000261043	6.22E-05	7.14E-05	0.000119263	0.001916088	0.000311009	3.68E-05	4.84E-05	9.44E-05	0.000151916	0.000110237	9.08E-05	0.00023025	4.67E-05	7.66E-05	0.000113649	9.25E-05	7.21E-05	9.74E-05	7.00E-05	0.000126189	0.000142047	0.007377553	9.39E-05	0.000273137	1.94E-05	5.28E-05	7.94E-05	0.000295003	8.22E-05	6.65E-05	0.002296297	5.55E-05	0.002387617	0.001343077	8.33E-05	9.83E-05	0.001154137	0.001168144	0.000130636
Proteobacteria	S29C156-Lasker2021	0.000126491	0.000119978	0.000920224	9.49E-05	0.001516053	0.000207415	0.000122722	0.000124096	0.00018475	0.000109041	0.000898926	0.000203582	0.000886329	0.000225535	0.000177959	0.001549048	0.001254469	0.001765411	0.001104622	0.000811914	0.001503131	0.001588297	0.001454917	0.001020459	0.001698314	0.001079251	0.013155778	0.001700858	0.000541364	0.000447681	0.001050112	0.001354716	0.001552659	0.001776483	0.001547361	0.001879516	0.001526206	0.001032147	0.001179487	0.001421572	0.001079337	0.001101953	0.00150734	0.001237294	0.013183737	0.001715612	0.001392935	0.001563566	0.000917455	0.001183063	0.001407945	0.001857822	0.000948735	0.015199882	0.001726321	0.013310134	0.014163126	0.001107121	0.000855156	0.012365957	0.015089286	0.001538814
Thermoplasmatota	S29C165-Flyer2018	0.05799373	0.052508272	0.03404827	0.04053346	0.030516503	0.06264392	0.027133409	0.05252264	0.04717848	0.040549777	0.06524398	0.04569884	0.04531529	0.046840984	0.051404465	0.029088346	0.031294145	0.019925931	0.021296158	0.05887088	0.018999778	0.027052972	0.01828489	0.028883733	0.043895595	0.041853677	0.007984621	0.015300103	0.028850662	0.033140823	0.036135525	0.031260595	0.024143813	0.036348864	0.024742477	0.020113349	0.029592687	0.037743352	0.033012636	0.02513581	0.03152595	0.051488843	0.026146654	0.027320363	0.013958757	0.0321551	0.028523302	0.022577936	0.03343347	0.022225132	0.01742535	0.014729029	0.028156785	0.004359632	0.014144617	0.001661924	0.000880842	0.021593118	0.015992757	0.000994561	0.000782876	0.024768077
Proteobacteria	S29C168-Lasker2018	0.017580513	0.016346363	0.003005696	0.017597336	0.00609071	0.01520832	0.008353394	0.016144892	0.014190624	0.018182432	0.01896355	0.012398891	0.005170202	0.010714919	0.014544056	0.006533066	0.003919065	0.008063293	0.00495959	0.00596492	0.00624727	0.006765581	0.007185846	0.003396622	0.009401814	0.006693798	0.011706473	0.008631103	0.005118819	0.004898829	0.004538978	0.0057056	0.006259302	0.007753124	0.007828577	0.00511284	0.007078505	0.005764605	0.004902066	0.008003048	0.005004142	0.007982201	0.006144498	0.005437038	0.016464012	0.007956909	0.00430971	0.004683243	0.003852327	0.002739638	0.00396497	0.004481881	0.003385515	0.011317212	0.002258737	0.004195546	0.00600077	0.002411737	0.002057035	0.004081584	0.00427394	0.005761145
Proteobacteria	S29C225-Lasker2018	0.02684609	0.024396367	0.03574649	0.016351718	0.058006965	0.030327575	0.012058397	0.027824694	0.025174566	0.020238314	0.03679127	0.021854818	0.044364788	0.030095953	0.026155556	0.06747314	0.049758136	0.06517433	0.042092144	0.051388625	0.06189805	0.067550465	0.054106668	0.044147875	0.07064951	0.05523068	0.014198082	0.065305695	0.044138703	0.044060767	0.047830235	0.05983774	0.06457807	0.07658092	0.05816751	0.053943504	0.0685085	0.041645836	0.057342034	0.06008268	0.053450845	0.069097936	0.04610796	0.050416835	0.017978493	0.061161965	0.04005093	0.04665873	0.034551013	0.037414756	0.04358056	0.058600083	0.0441455	0.013921157	0.035168353	0.006666766	0.005420787	0.032312248	0.03144745	0.010334617	0.008276404	0.048458166
Proteobacteria	S29C294-Lasker2021	0.000191987	0.000135222	0.002275097	0.000118517	0.002804132	0.000222809	0.000172132	0.00021064	0.000193678	0.000150835	0.000696553	0.000288158	0.001826007	0.000349117	0.000246888	0.002703429	0.002515574	0.003365557	0.002309607	0.001749175	0.003048051	0.003090493	0.002858062	0.002337723	0.002964269	0.001932556	0.017678175	0.003238019	0.001963371	0.002093381	0.001882975	0.002512506	0.002965918	0.003576674	0.002713968	0.003467903	0.002755162	0.001995471	0.001969893	0.00278841	0.002195092	0.001402177	0.002517604	0.001718255	0.017949644	0.00311502	0.002675662	0.00252687	0.002384439	0.002702581	0.002257571	0.002137695	0.001877159	0.006684357	0.00303113	0.030158449	0.008146824	0.002063213	0.001846313	0.006322564	0.010862791	0.002162791
Proteobacteria	S29C374-Lasker2021	0.14457855	0.14616966	0.064136654	0.088127874	0.07604259	0.17306955	0.049064107	0.13525292	0.1292934	0.10372466	0.1558355	0.11284385	0.062136743	0.14047872	0.14177218	0.08790664	0.07468361	0.089540295	0.06002169	0.0595218	0.08131166	0.08977972	0.08387416	0.063872725	0.0752025	0.06955761	0.3569591	0.09806309	0.09248342	0.098076954	0.07067443	0.08633533	0.08123581	0.09490922	0.08939453	0.084913544	0.08968866	0.07201504	0.071228616	0.085148655	0.068975694	0.067969084	0.07596374	0.063073106	0.44441056	0.088152245	0.075071916	0.06187828	0.06125677	0.069701836	0.068369955	0.077486984	0.0641534	0.31825507	0.08210683	0.48628125	0.46905628	0.06256952	0.05028699	0.3033685	0.46345282	0.08088435
Verrucomicrobiota	S2C1127-Flyer2018	0.04226527	0.04512715	0.000371954	0.043280672	0.000762888	0.031587034	0.04176795	0.037849903	0.02912503	0.04169081	0.01898626	0.037546046	0.000798616	0.0352918	0.032614518	0.001327748	0.00050461	0.000776311	0.000516638	0.00112121	0.000654629	0.000821474	0.000511889	0.000421625	0.001061906	0.000917184	0.001355521	0.000655966	0.000483739	0.000495934	0.000595933	0.000629944	0.000622921	0.000791127	0.000516929	0.000818357	0.000858696	0.000631753	0.000691489	0.000846992	0.000544212	0.002003883	0.00068948	0.000676072	0.001520712	0.000918793	0.000418426	0.000621264	0.000319186	0.000254576	0.000301726	0.000514486	0.000475335	0.002451306	0.000247965	0.000223458	0.000225625	0.000365822	0.000299496	0.000430801	0.000138895	0.000587138
Bacteroidota	S2C142-Lasker2021	0.001391291	0.001114857	0.000343211	0.000691087	0.000822496	0.001413701	0.000589759	0.001232417	0.001088967	0.000902432	0.00504649	0.000957563	0.000353137	0.00153705	0.001214268	0.00046625	0.000424356	0.000953751	0.000555961	0.000309538	0.00061447	0.000831434	0.000584357	0.000457559	0.000579464	0.000497737	0.013617798	0.000612595	0.000141567	0.000216401	0.000308358	0.000456644	0.000525534	0.000762777	0.00057603	0.001022892	0.000809666	0.000622073	0.000358967	0.000753523	0.000383133	0.000558559	0.000612648	0.000294676	0.03247725	0.000722167	0.001167537	0.000595902	0.000343817	0.00051082	0.000438082	0.000444237	0.000463465	0.020209648	0.000716761	0.0326397	0.08769341	0.00042964	0.000507628	0.042038593	0.07809464	0.00148221
Proteobacteria	S2C156-Lasker2021	4.08E-05	9.09E-06	0.000407887	9.25E-06	0.000487697	5.68E-05	7.87E-05	3.88E-05	5.95E-05	3.08E-05	0.000261337	6.69E-05	0.000304608	7.49E-05	5.21E-05	0.00051252	0.000484379	0.000590368	0.000414246	0.000322223	0.000552257	0.00041707	0.000422214	0.000318082	0.000654921	0.000457147	0.004997287	0.000454437	0.000233542	0.000335117	0.000396519	0.000443509	0.000442051	0.000558905	0.000545337	0.000651893	0.000547056	0.000691445	0.000323368	0.000597824	0.000347281	0.000376401	0.000451624	0.000351306	0.004667561	0.000500981	0.000564931	0.000382484	0.000400356	0.00043712	0.000487864	0.000473069	0.000238076	0.005159963	0.00067961	0.005958944	0.007512837	0.000418673	0.000412531	0.005440236	0.00812338	0.000627133
Proteobacteria	S2C166-Lasker2021	0.000312995	0.00011207	0.000284307	0.000224976	0.000476021	0.00032994	0.000327732	0.000161533	0.000201919	0.000202244	0.000976046	0.000379925	0.000219871	0.000444134	0.000239886	0.000402328	0.00036035	0.00080479	0.000346637	0.000186139	0.000524406	0.000658115	0.000528537	0.00031244	0.000379362	0.00035829	0.028168753	0.000612929	9.72E-05	0.000219096	0.000269962	0.000337135	0.000547476	0.000565734	0.000762701	0.000556859	0.000616797	0.000439835	0.000288774	0.00033025	0.000380946	0.000262743	0.000558838	0.000299957	0.042673435	0.000599563	0.001369496	0.00057622	0.000245892	0.000506788	0.000565782	0.000514892	0.000362342	0.05848038	0.000680931	0.053463697	0.08944744	0.000566251	0.000441618	0.0631954	0.09867762	0.001511538
Bacteroidota	S2C18607-Flyer2018	0.09442011	0.09815681	0.000687864	0.09358638	0.001865091	0.062222168	0.07420202	0.102241725	0.06814613	0.10048139	0.0669746	0.07452016	0.001468794	0.085532956	0.07451226	0.002537915	0.000893237	0.001414755	0.001103795	0.002341451	0.001262819	0.001536632	0.000698256	0.001148687	0.001585164	0.001650778	0.006526808	0.001081944	0.000791043	0.000714084	0.000912684	0.00112331	0.000911119	0.001176534	0.000895846	0.001020742	0.001438086	0.001237941	0.001156136	0.001801892	0.000857871	0.002934063	0.000904807	0.001113798	0.009109663	0.001443903	0.000869977	0.000575297	0.000944011	0.000528947	0.000349795	0.000661989	0.000850336	0.00542426	0.000471653	0.001342855	0.00043953	0.000486815	0.000565859	0.000998159	0.000844005	0.00093183
None	S2C2497-Flyer2018	0.04653708	0.038568065	0.002428622	0.029671535	0.002722767	0.040706728	0.022959085	0.035474464	0.031999074	0.035475045	0.05093216	0.028987719	0.004068727	0.030477356	0.033997305	0.003585935	0.002843165	0.002515853	0.002271615	0.005278091	0.002812277	0.003309579	0.002402548	0.002459239	0.003992224	0.003927737	0.006926653	0.002787849	0.001794708	0.001973546	0.003020222	0.002711679	0.002950858	0.003425552	0.002635376	0.002526002	0.003411823	0.002740329	0.002620243	0.003356774	0.002734563	0.006114604	0.002275546	0.002735686	0.014629313	0.003579159	0.002402847	0.001822383	0.002189543	0.001543065	0.001352209	0.001664	0.00249865	0.00526922	0.001221688	0.002780088	0.001095699	0.001540572	0.001176126	0.000967156	0.001162367	0.003106199
Proteobacteria	S2C271-Lasker2021	0.000860934	0.00050018	0.017953372	0.000619063	0.021181235	0.001453606	0.000846882	0.000928446	0.001141663	0.000612448	0.003876308	0.00075442	0.015368185	0.001184831	0.000877838	0.021141361	0.01914593	0.025535041	0.016805898	0.012794951	0.022250256	0.023577819	0.018983236	0.017245492	0.024489794	0.014885162	0.030993063	0.02138788	0.015224467	0.016490767	0.015863923	0.018656064	0.023308383	0.028179856	0.019745573	0.026973542	0.02070941	0.016799051	0.017000226	0.020594481	0.01721553	0.011155902	0.016678404	0.014557029	0.03187701	0.022156505	0.018601045	0.019418316	0.017229024	0.021492796	0.018643662	0.018874729	0.01435389	0.01243756	0.022822762	0.037618205	0.02021051	0.015380565	0.014750225	0.01323125	0.024490392	0.016831
Myxococcota	S2C284-Flyer2018	0.06392528	0.059991624	0.000351166	0.06844269	0.000458865	0.05262806	0.064633034	0.05055052	0.04881883	0.064493135	0.018195054	0.041730065	0.000613257	0.021747064	0.043827638	0.000643427	0.000330131	0.000393697	0.000241812	0.000901493	0.000263622	0.00036947	0.000204147	0.000303518	0.000424891	0.000554416	0.000549329	0.000289509	0.000248001	0.000273369	0.000426748	0.000278435	0.000333033	0.000253753	0.000272098	0.000351704	0.000419292	0.000454714	0.000309926	0.000342906	0.000346131	0.001013851	0.000224342	0.000405238	0.000701859	0.000326436	0.000324567	0.000233051	0.000283087	0.00016824	0.000156608	0.000265091	0.000238083	0.000286703	0.000100086	0.00016142	0.000105025	0.000152115	0.000160508	0.0001243	0.000132611	0.00026393
